"1840","2005160","0.875"
"12660","2009027","0.9375"
"762","2008661","0.875"
"8147","2007896","0.9375"
"2704","2002169","0.9375"
"2136","2007675","0.9375"
"12995","2008420","0.875"
"5298","2002227","0.9375"
"5448","2001498","0.9375"
"858","2005833","0.7956247329711914"
"2842","2007691","0.9375"
"7350","2006364","0.8581247329711914"
"2236","2002146","0.8581252098083496"
"1094","2005628","0.9375"
"2620","2003810","0.875"
"4928","2000087","0.875"
"6356","2001999","0.875"
"11084","2008574","0.9375"
"4834","2008400","0.9375"
"4027","2002112","0.8581247329711914"
"4100","2001491","0.9375"
"10467","2001897","0.9375"
"4168","2001641","0.9375"
"9893","2006141","0.875"
"2935","2006900","0.9375"
"13165","2008189","0.9375"
"3506","2005130","0.9375"
"3056","2000897","0.875"
"1923","2009058","0.7956247329711914"
"881","2003670","0.8581252098083496"
"9891","2002100","0.875"
"3754","2003640","0.8581252098083496"
"5344","2000766","0.875"
"1227","2002922","0.7956252098083496"
"313","2000589","0.9375"
"8224","2001791","0.875"
"54","2003642","0.9375"
"10274","2008309","0.9375"
"2968","2002674","0.875"
"536","2004906","0.8581252098083496"
"7505","2007082","0.9375"
"3033","2006118","0.875"
"28","2001327","0.8581252098083496"
"50","2004289","0.9375"
"301","2000131","0.875"
"4101","2002416","0.9375"
"3268","2001285","0.875"
"7660","2004275","0.875"
"386","2002760","0.9375"
"2162","2000612","0.9375"
"8176","2003269","0.9375"
"9575","2006351","0.875"
"143","2002596","0.9375"
"4929","2007193","0.7956252098083496"
"11297","2006743","0.8581247329711914"
"3070","2005139","0.9375"
"3216","2000874","0.875"
"8933","2001693","0.9375"
"13227","2005272","0.9375"
"4583","2000951","0.7956252098083496"
"1013","2004042","0.9375"
"2340","2003883","0.9375"
"3538","2002659","0.9375"
"4450","2003409","0.9375"
"1510","2007529","0.9375"
"650","2001029","0.875"
"4019","2007745","0.9375"
"5643","2007083","0.875"
"5775","2005883","0.9375"
"7008","2005427","0.9375"
"2882","2003516","0.9375"
"3312","2005173","0.9375"
"1675","2005860","0.875"
"350","2005864","0.9375"
"1291","2008524","0.7956247329711914"
"2581","2000886","0.9375"
"4125","2003169","0.9375"
"835","2003265","0.9375"
"5016","2005502","0.9375"
"1951","2008150","0.8581247329711914"
"3162","2006236","0.875"
"4495","2002831","0.9375"
"5711","2004202","0.9375"
"2314","2001605","0.875"
"10313","2004513","0.9375"
"3920","2005338","0.9375"
"1457","2001648","0.7956252098083496"
"2244","2007474","0.875"
"4835","2003192","0.875"
"1573","2007916","0.9375"
"3198","2008982","0.9375"
"1309","2001277","0.9375"
