"6511","3007988","0.8249979282383173"
"5450","3001494","0.7660107079276973"
"14243","3009194","0.7219498820564143"
"6638","3007102","0.7394225803498299"
"11692","3008819","0.8249635357092757"
"5819","3002190","0.7245691161049639"
"7819","3007344","0.7279788361403046"
"12253","3001020","0.7221741029713846"
"762","3005933","0.7499583139638946"
"17065","3009170","0.8150000000000001"
"12013","3001433","0.7214610673665791"
"781","3005492","0.749939130700153"
"2136","3002130","0.8249518807491625"
"1496","3000340","0.7499449739002046"
"10635","3009048","0.8248425195161024"
"11472","3007683","0.8249978726975461"
"10864","3007540","0.7396296700278482"
"10970","3001964","0.7219588885837132"
"12995","3005662","0.749939130700153"
"6403","3007078","0.8249894233938461"
"7053","3000924","0.7280449417880144"
"17315","3002226","0.7805293775450843"
"16524","3001516","0.8150000000000001"
"6343","3008716","0.7219299129663455"
"6321","3006657","0.7497276598341922"
"14323","3002977","0.7395998275136328"
"2165","3001592","0.7662774776424375"
"858","3006934","0.7499016946049061"
"2842","3003330","0.8249811469255409"
"8345","3006201","0.7541145706504184"
"2452","3006790","0.7280202473068869"
"169","3004528","0.8247389145533868"
"14018","3006955","0.7051553830691885"
"6519","3009377","0.710462393624442"
"2987","3008729","0.7219335083114611"
"15455","3006880","0.7103581357858306"
"4937","3002670","0.728096428272887"
"1094","3003760","0.8249489249478839"
"8794","3003947","0.7517526281411835"
"12418","3008178","0.7081818181818182"
"15140","3009062","0.8249934428897712"
"2961","3001230","0.749932961064344"
"7797","3008208","0.7497076907441231"
"9130","3006402","0.824957954233343"
"13827","3002045","0.8900000000000001"
"13637","3000152","0.79968866013989"
"9452","3010050","0.7122222222222223"
"7533","3006089","0.7392957127876791"
"7036","3003896","0.749997872697546"
"3908","3008911","0.7498627658600503"
"17131","3000374","0.8494700996830125"
"17332","3005446","0.7499934428897712"
"90","3000580","0.8249934428897712"
"2016","3006275","0.7492957127876793"
"4732","3000848","0.7350530649191086"
"187","3000004","0.717604398531648"
"13950","3006290","0.8248425194222486"
"1406","3006734","0.8494544440375436"
"6356","3000748","0.7499737532808399"
"11084","3004152","0.8249773488203488"
"15321","3003865","0.8249518807491625"
"4027","3007199","0.8247910611456333"
"3490","3001317","0.8248687664041995"
