"3000659","4000774","1.0"
"3004428","4004393","1.0"
"3009382","4000908","0.85"
"3007410","4009913","1.0"
"3001157","4000570","0.85"
"3007146","4011314","1.0"
"3006916","4009847","1.0"
"3007404","4001269","1.0"
"3007914","4000911","1.0"
"3001713","4010086","0.85"
"3006275","4008638","1.0"
"3009826","4007522","1.0"
"3003000","4008952","0.85"
"3001433","4007439","1.0"
"3000507","4007748","1.0"
"3000287","4003476","1.0"
"3008447","4004129","1.0"
"3001400","4007496","1.0"
"3000316","4007036","1.0"
"3006538","4007142","1.0"
"3007552","4011093","1.0"
"3001467","4007152","0.85"
"3000649","4007523","0.85"
"3002006","4003668","1.0"
"3009761","4011396","0.85"
"3004145","4001815","0.85"
"3000716","4001057","0.85"
"3003541","4006337","0.9433333333333334"
"3000706","4009117","1.0"
"3000832","4004296","0.85"
"3005800","4010250","1.0"
"3000915","4004122","0.9433333333333334"
"3001143","4000627","1.0"
"3005503","4006114","0.85"
"3000337","4007936","1.0"
"3006357","4011107","1.0"
"3007876","4007149","1.0"
"3008847","4007554","0.8866666666666667"
"3004511","4010494","1.0"
"3001563","4004039","1.0"
"3008317","4001242","1.0"
"3000726","4006060","1.0"
"3000317","4001558","0.85"
"3006028","4007705","1.0"
"3003835","4006034","1.0"
"3005505","4010967","1.0"
"3003334","4011474","0.85"
"3006429","4007208","1.0"
"3001790","4007357","0.946875"
"3002981","4009055","1.0"
"3008819","4001203","1.0"
"3009651","4010077","0.85"
"3004152","4002448","1.0"
"3004904","4009377","1.0"
"3000347","4011470","1.0"
"3003834","4009988","0.85"
"3001621","4005665","1.0"
"3005955","4008884","1.0"
"3006690","4005481","0.85"
"3007667","4003376","1.0"
"3004529","4002372","0.85"
"3004726","4001740","1.0"
"3008661","4002821","1.0"
"3002023","4007426","1.0"
"3009641","4007316","1.0"
"3005306","4002101","1.0"
"3005023","4007887","0.9630434782608696"
"3005004","4007888","1.0"
"3000839","4010013","1.0"
"3004543","4008543","1.0"
"3004717","4008081","0.85"
"3005660","4000946","1.0"
"3009364","4008780","1.0"
"3003006","4012086","1.0"
"3002107","4005958","1.0"
"3001253","4011122","0.85"
"3004218","4006105","1.0"
"3001419","4008784","1.0"
"3007303","4011416","1.0"
"3000688","4007479","0.85"
"3001135","4001075","0.85"
"3007208","4012053","1.0"
"3001783","4005599","1.0"
"3002183","4006651","0.85"
"3003767","4006266","1.0"
"3006857","4000052","0.85"
"3000854","4008880","1.0"
"3000526","4001078","1.0"
"3007901","4011043","1.0"
"3001225","4001226","1.0"
"3001692","4007283","0.85"
"3006341","4007186","1.0"
"3004549","4010564","1.0"
"3005679","4006132","1.0"
"3006994","4010219","1.0"
"3005419","4006518","0.85"
"3005148","4007037","1.0"
"3000743","4010156","1.0"
"3004259","4010422","1.0"
"3005496","4005886","1.0"
"3000122","4010043","1.0"
"3007017","4010222","1.0"
"3007081","4011407","0.85"
"3001602","4003511","1.0"
"3002822","4009220","0.85"
"3001319","4005900","0.85"
"3000302","4000819","0.85"
"3006220","4006240","1.0"
"3000614","4007474","1.0"
"3000785","4001055","0.85"
"3001619","4008899","1.0"
"3004587","4009333","0.85"
"3007446","4007742","0.85"
"3000561","4001050","0.85"
"3000841","4011227","1.0"
"3001714","4003945","0.85"
"3000825","4004326","0.85"
"3004056","4000950","1.0"
"3008786","4001130","1.0"
"3007295","4008934","1.0"
"3002459","4006258","1.0"
"3000843","4005895","1.0"
"3008891","4000942","1.0"
"3004146","4004428","0.85"
"3005935","4008979","1.0"
"3007299","4010239","1.0"
"3001327","4010057","1.0"
"3000809","4008779","1.0"
"3002337","4006993","1.0"
"3003357","4012051","1.0"
"3000642","4000508","1.0"
"3000860","4006002","0.85"
"3001884","4010066","1.0"
"3003338","4004145","1.0"
"3006366","4008577","0.85"
"3004039","4009089","1.0"
"3009642","4001091","1.0"
"3003672","4004525","1.0"
"3005791","4010205","0.8802631578947369"
"3006901","4003264","1.0"
"3006336","4007136","1.0"
"3004599","4004226","1.0"
"3003001","4003123","1.0"
"3004144","4006477","1.0"
"3001188","4011193","0.85"
"3007403","4008628","0.9392857142857143"
"3007215","4008985","1.0"
"3001679","4001121","0.85"
"3006707","4012101","0.85"
"3004283","4007370","1.0"
"3005107","4011572","1.0"
"3004582","4009330","1.0"
"3003779","4007823","1.0"
"3008301","4011387","0.85"
"3000625","4008673","0.85"
"3009285","4008730","0.9433333333333334"
"3002384","4003349","0.85"
"3002233","4001823","0.85"
"3004509","4009062","1.0"
"3008362","4000815","0.8880434782608695"
"3007436","4004010","1.0"
"3008723","4003372","1.0"
"3001860","4003680","0.85"
"3001789","4001210","1.0"
"3007407","4005587","1.0"
"3002428","4006088","0.85"
"3003107","4000904","1.0"
"3005124","4009210","0.85"
"3009183","4001009","1.0"
"3004792","4001548","1.0"
"3001944","4007924","1.0"
"3008284","4007610","1.0"
"3007061","4004150","0.85"
"3007202","4001440","0.85"
"3006874","4003301","1.0"
"3009054","4000844","1.0"
"3005322","4004567","1.0"
"3006155","4000609","1.0"
"3005051","4011585","0.9346153846153846"
"3000826","4003672","1.0"
"3002102","4003499","1.0"
"3004232","4008064","1.0"
"3009883","4001511","0.85"
"3002071","4005822","1.0"
"3001532","4003450","1.0"
"3007132","4002500","1.0"
"3000720","4003296","0.85"
"3007195","4007623","0.85"
"3002184","4011261","1.0"
"3001328","4000362","1.0"
"3000667","4008777","1.0"
"3005063","4010470","1.0"
"3008551","4005808","1.0"
"3001082","4008450","1.0"
"3001933","4005960","1.0"
"3009342","4000873","1.0"
"3004790","4006650","1.0"
"3008607","4010065","1.0"
"3000740","4010537","0.9227272727272727"
"3009496","4003710","0.85"
"3006805","4008949","1.0"
"3009103","4009000","0.85"
"3007934","4006618","1.0"
"3001220","4007433","0.85"
"3006430","4007211","1.0"
"3000635","4008670","0.85"
"3005144","4009323","0.95"
"3008698","4011362","1.0"
"3004573","4004760","1.0"
"3002199","4001127","1.0"
"3009086","4004059","1.0"
"3006393","4008566","0.85"
"3001140","4003591","1.0"
"3005713","4000889","1.0"
"3005980","4009779","0.85"
"3009328","4005830","0.85"
"3007220","4010291","0.85"
"3003365","4008448","1.0"
"3008224","4006010","1.0"
"3003225","4005700","1.0"
"3007080","4008930","1.0"
"3006972","4000208","1.0"
"3007747","4011063","1.0"
"3004069","4006541","1.0"
"3007511","4003435","1.0"
"3001912","4010119","0.85"
"3009646","4000971","1.0"
"3003183","4010989","0.85"
"3009737","4001343","1.0"
"3000528","4010144","1.0"
"3001142","4005966","1.0"
"3000179","4009669","1.0"
"3007406","4005464","1.0"
"3005882","4006665","1.0"
"3005858","4009997","1.0"
"3000871","4000841","1.0"
"3001397","4000565","1.0"
"3007300","4007580","1.0"
"3007545","4009478","1.0"
"3002755","4006277","0.85"
"3000822","4007598","1.0"
"3002121","4007410","1.0"
"3006420","4007145","1.0"
"3002709","4008438","0.85"
"3000295","4000478","1.0"
"3006811","4010302","1.0"
"3005877","4006022","1.0"
"3006862","4011076","1.0"
"3008080","4009632","1.0"
"3000772","4010088","0.85"
"3006375","4011108","0.85"
"3002127","4007404","0.85"
"3006324","4003336","1.0"
"3000705","4008847","1.0"
"3009561","4000632","1.0"
"3003344","4011420","1.0"
"3005873","4001220","0.85"
"3003796","4011505","1.0"
"3005229","4004448","1.0"
"3009741","4002954","1.0"
"3006615","4003942","0.85"
"3008164","4010977","0.85"
"3003471","4007725","0.85"
"3004348","4005703","1.0"
"3001859","4005837","0.85"
"3000249","4009970","1.0"
"3005226","4011705","0.85"
"3002962","4003816","1.0"
"3006882","4009421","0.85"
"3002747","4004280","1.0"
"3004205","4009803","1.0"
"3000790","4001016","1.0"
"3004508","4009059","1.0"
"3008188","4009683","1.0"
"3002590","4009758","1.0"
"3000402","4007292","1.0"
"3007004","4011353","0.85"
"3004794","4008076","0.9291666666666666"
"3007221","4010290","1.0"
"3001474","4010001","1.0"
"3002424","4004245","1.0"
"3000449","4005685","0.9227272727272727"
