"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameFIFAESDComparatorJaccard record1Value","[0] PlayerNameFIFAESDComparatorJaccard record2Value","[0] PlayerNameFIFAESDComparatorJaccard record1PreprocessedValue","[0] PlayerNameFIFAESDComparatorJaccard record2PreprocessedValue","[0] PlayerNameFIFAESDComparatorJaccard similarity","[0] PlayerNameFIFAESDComparatorJaccard postproccesedSimilarity","[1] HeightFIFAESDAbsoluteDifferences record1Value","[1] HeightFIFAESDAbsoluteDifferences record2Value","[1] HeightFIFAESDAbsoluteDifferences record1PreprocessedValue","[1] HeightFIFAESDAbsoluteDifferences record2PreprocessedValue","[1] HeightFIFAESDAbsoluteDifferences similarity","[1] HeightFIFAESDAbsoluteDifferences postproccesedSimilarity","[2] DateFIFAESDComparator2Year record1Value","[2] DateFIFAESDComparator2Year record2Value","[2] DateFIFAESDComparator2Year record1PreprocessedValue","[2] DateFIFAESDComparator2Year record2PreprocessedValue","[2] DateFIFAESDComparator2Year similarity","[2] DateFIFAESDComparator2Year postproccesedSimilarity"
"LinearCombinationMatchingRule","16921","2004748","0.125",,"K. Ichimi","Kevin van Diermen","k ichimi","k van diermen","0.25","0.25","180.33999633789062","190.5","180.33999633789062","190.5","0.0","0.0","1999-01-01T00:00","1989-07-03T00:00","1999-01-01T00:00","1989-07-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","16271","2007604","0.16666666666666666",,"R. Kim","Ruben Amorim","r kim","r amorim","0.3333333333333333","0.3333333333333333","190.5","180.33999633789062","190.5","180.33999633789062","0.0","0.0","1998-01-01T00:00","1985-01-27T00:00","1998-01-01T00:00","1985-01-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","4978","2001209","0.16666666666666666",,"B. Myhill","Bruno Nazario","b myhill","b nazario","0.3333333333333333","0.3333333333333333","190.5","177.8000030517578","190.5","177.8000030517578","0.0","0.0","1984-01-01T00:00","1995-02-09T00:00","1984-01-01T00:00","1995-02-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15871","2001786","0.16666666666666666",,"D. Mosquera","Daniel Royer","d mosquera","d royer","0.3333333333333333","0.3333333333333333","190.5","177.8000030517578","190.5","177.8000030517578","0.0","0.0","1997-01-01T00:00","1990-05-22T00:00","1997-01-01T00:00","1990-05-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","8456","2004016","0.16666666666666666",,"J. Schoop","Jhon Cordoba","j schoop","j cordoba","0.3333333333333333","0.3333333333333333","175.25999450683594","185.4199981689453","175.25999450683594","185.4199981689453","0.0","0.0","1990-01-01T00:00","1993-05-11T00:00","1990-01-01T00:00","1993-05-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","13028","2000875","0.1706252098083496",,"Ander Cantero","Assani Lukimya-Mulongoti","ander cantero","assani lukimya-mulongoti","0.0","0.0","187.9600067138672","190.5","187.9600067138672","190.5","0.6825008392333984","0.6825008392333984","1996-01-01T00:00","1986-01-25T00:00","1996-01-01T00:00","1986-01-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1084","2001314","0.0",,"Cédric","Carlos Reina Aranda","cedric","carlos reina aranda","0.0","0.0","172.72000122070312","185.4199981689453","172.72000122070312","185.4199981689453","0.0","0.0","1993-01-01T00:00","1980-07-27T00:00","1993-01-01T00:00","1980-07-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","11390","2005638","0.41666666666666663",,"M. Okugawa","Mark Bresciano","m okugawa","m bresciano","0.3333333333333333","0.3333333333333333","175.25999450683594","175.25999450683594","175.25999450683594","175.25999450683594","1.0","1.0","1997-01-01T00:00","1980-02-11T00:00","1997-01-01T00:00","1980-02-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15782","2005486","0.46229187647501624",,"M. Vano","Marcis Oss","m vano","m oss","0.3333333333333333","0.3333333333333333","190.5","193.0399932861328","190.5","193.0399932861328","0.6825008392333984","0.6825008392333984","1993-01-01T00:00","1991-07-25T00:00","1993-01-01T00:00","1991-07-25T00:00","0.5","0.5"
"LinearCombinationMatchingRule","4279","2005389","0.125",,"M. Pereira Lage","Manuel Lanzini","m pereira lage","m lanzini","0.25","0.25","180.33999633789062","170.17999267578125","180.33999633789062","170.17999267578125","0.0","0.0","1998-01-01T00:00","1993-02-15T00:00","1998-01-01T00:00","1993-02-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","376","2002518","0.17854181925455728",,"E. Salvio","Enzo Maresca","e salvio","e maresca","0.3333333333333333","0.3333333333333333","172.72000122070312","180.33999633789062","172.72000122070312","180.33999633789062","0.0475006103515625","0.0475006103515625","1992-01-01T00:00","1980-02-10T00:00","1992-01-01T00:00","1980-02-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","9614","2002028","0.22916666666666666",,"D. Lowe","Davide Mariani","d lowe","d mariani","0.3333333333333333","0.3333333333333333","190.5","175.25999450683594","190.5","175.25999450683594","0.0","0.0","1994-01-01T00:00","1991-05-19T00:00","1994-01-01T00:00","1991-05-19T00:00","0.25","0.25"
"LinearCombinationMatchingRule","7337","2000123","0.25791660944620765",,"A. Taggart","Adamo Coulibaly","a taggart","a coulibaly","0.3333333333333333","0.3333333333333333","182.8800048828125","187.9600067138672","182.8800048828125","187.9600067138672","0.36499977111816406","0.36499977111816406","1994-01-01T00:00","1981-08-14T00:00","1994-01-01T00:00","1981-08-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","17391","2000234","0.17854134241739908",,"A. Nelson","Alban Pnishi","a nelson","a pnishi","0.3333333333333333","0.3333333333333333","180.33999633789062","187.9600067138672","180.33999633789062","187.9600067138672","0.04749870300292969","0.04749870300292969","1999-01-01T00:00","1990-10-20T00:00","1999-01-01T00:00","1990-10-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","10598","2003106","0.30354181925455725",,"G. Kusunga","Gerard Pique","g kusunga","g pique","0.3333333333333333","0.3333333333333333","185.4199981689453","193.0399932861328","185.4199981689453","193.0399932861328","0.0475006103515625","0.0475006103515625","1989-01-01T00:00","1987-02-02T00:00","1989-01-01T00:00","1987-02-02T00:00","0.5","0.5"
"LinearCombinationMatchingRule","4121","2004167","0.17854181925455728",,"J. Rhodes","John Ruddy","j rhodes","j ruddy","0.3333333333333333","0.3333333333333333","185.4199981689453","193.0399932861328","185.4199981689453","193.0399932861328","0.0475006103515625","0.0475006103515625","1991-01-01T00:00","1986-10-24T00:00","1991-01-01T00:00","1986-10-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1967","2004535","0.16666666666666666",,"J. Gondorf","Julio Sergio","j gondorf","j sergio","0.3333333333333333","0.3333333333333333","175.25999450683594","187.9600067138672","175.25999450683594","187.9600067138672","0.0","0.0","1989-01-01T00:00","1978-11-08T00:00","1989-01-01T00:00","1978-11-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","5720","2000494","0.2539585431416829",,"A. Vellios","Alves Justino Jorge Luiz,28","a vellios","a justino jorge luiz,28","0.16666666666666666","0.16666666666666666","190.5","193.0399932861328","190.5","193.0399932861328","0.6825008392333984","0.6825008392333984","1993-01-01T00:00","1982-04-22T00:00","1993-01-01T00:00","1982-04-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","8823","2004209","0.1706247329711914",,"João Gabriel","Jonathan Benteke","joao gabriel","jonathan benteke","0.0","0.0","185.4199981689453","187.9600067138672","185.4199981689453","187.9600067138672","0.6824989318847656","0.6824989318847656","1990-01-01T00:00","1995-04-28T00:00","1990-01-01T00:00","1995-04-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","716","2004481","0.011874675750732422",,"J. Farfán","Juanmi","j farfan","juanmi","0.0","0.0","177.8000030517578","170.17999267578125","177.8000030517578","170.17999267578125","0.04749870300292969","0.04749870300292969","1986-01-01T00:00","1993-05-20T00:00","1986-01-01T00:00","1993-05-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","17209","2008285","0.24104181925455728",,"S. Martin","Sunday Abalo","s martin","s abalo","0.3333333333333333","0.3333333333333333","172.72000122070312","180.33999633789062","172.72000122070312","180.33999633789062","0.0475006103515625","0.0475006103515625","1998-01-01T00:00","1995-05-01T00:00","1998-01-01T00:00","1995-05-01T00:00","0.25","0.25"
"LinearCombinationMatchingRule","2005","2008511","0.07437467575073242",,"Tchê Tchê","Tom Cairney","tche tche","tom cairney","0.0","0.0","175.25999450683594","182.8800048828125","175.25999450683594","182.8800048828125","0.04749870300292969","0.04749870300292969","1994-01-01T00:00","1991-01-20T00:00","1994-01-01T00:00","1991-01-20T00:00","0.25","0.25"
"LinearCombinationMatchingRule","16894","2003771","0.25791660944620765",,"J. Nieva","Jamie Smith","j nieva","j smith","0.3333333333333333","0.3333333333333333","177.8000030517578","172.72000122070312","177.8000030517578","172.72000122070312","0.36499977111816406","0.36499977111816406","2000-01-01T00:00","1980-11-20T00:00","2000-01-01T00:00","1980-11-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","11668","2001653","0.0",,"C. Senior","Cristiano","c senior","cristiano","0.0","0.0","175.25999450683594","195.5800018310547","175.25999450683594","195.5800018310547","0.0","0.0","1998-01-01T00:00","1990-11-29T00:00","1998-01-01T00:00","1990-11-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","11637","2005897","0.16666666666666666",,"M. Ambichl","Matthew Connolly","m ambichl","m connolly","0.3333333333333333","0.3333333333333333","177.8000030517578","187.9600067138672","177.8000030517578","187.9600067138672","0.0","0.0","1992-01-01T00:00","1987-09-24T00:00","1992-01-01T00:00","1987-09-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","11212","2001438","0.41666666666666663",,"C. Nielsen","Chris Turner","c nielsen","c turner","0.3333333333333333","0.3333333333333333","180.33999633789062","180.33999633789062","180.33999633789062","180.33999633789062","1.0","1.0","1995-01-01T00:00","1987-01-03T00:00","1995-01-01T00:00","1987-01-03T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7962","2006810","0.41666666666666663",,"P. Mandanda","Paolo Castellini","p mandanda","p castellini","0.3333333333333333","0.3333333333333333","182.8800048828125","182.8800048828125","182.8800048828125","182.8800048828125","1.0","1.0","1991-01-01T00:00","1979-03-25T00:00","1991-01-01T00:00","1979-03-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","8693","2000960","0.1875",,"B. San Juan","Bartosz Kopacz","b san juan","b kopacz","0.25","0.25","177.8000030517578","187.9600067138672","177.8000030517578","187.9600067138672","0.0","0.0","1995-01-01T00:00","1992-05-12T00:00","1995-01-01T00:00","1992-05-12T00:00","0.25","0.25"
"LinearCombinationMatchingRule","16649","2000604","0.41666666666666663",,"A. Rizzo","Andrea Pisanu","a rizzo","a pisanu","0.3333333333333333","0.3333333333333333","180.33999633789062","180.33999633789062","180.33999633789062","180.33999633789062","1.0","1.0","2000-01-01T00:00","1982-01-07T00:00","2000-01-01T00:00","1982-01-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","2556","2004377","0.16666666666666666",,"J. Fuenzalida","Jose Recio","j fuenzalida","j recio","0.3333333333333333","0.3333333333333333","170.17999267578125","182.8800048828125","170.17999267578125","182.8800048828125","0.0","0.0","1986-01-01T00:00","1991-01-11T00:00","1986-01-01T00:00","1991-01-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","14073","2007273","0.35",,"R. de la Rosa","Remi Mulumba","r de la rosa","r mulumba","0.2","0.2","177.8000030517578","177.8000030517578","177.8000030517578","177.8000030517578","1.0","1.0","2001-01-01T00:00","1992-11-02T00:00","2001-01-01T00:00","1992-11-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","8246","2007110","0.25791660944620765",,"P. Izzo","Plamen Krachunov","p izzo","p krachunov","0.3333333333333333","0.3333333333333333","182.8800048828125","187.9600067138672","182.8800048828125","187.9600067138672","0.36499977111816406","0.36499977111816406","1996-01-01T00:00","1989-01-11T00:00","1996-01-01T00:00","1989-01-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","18190","2000076","0.16666666666666666",,"A. Kaltner","Adam Buksa","a kaltner","a buksa","0.3333333333333333","0.3333333333333333","177.8000030517578","190.5","177.8000030517578","190.5","0.0","0.0","2001-01-01T00:00","1996-07-12T00:00","2001-01-01T00:00","1996-07-12T00:00","0.0","0.0"
"LinearCombinationMatchingRule","6369","2006303","0.25791660944620765",,"M. Normann","Mohamed Larbi","m normann","m larbi","0.3333333333333333","0.3333333333333333","177.8000030517578","182.8800048828125","177.8000030517578","182.8800048828125","0.36499977111816406","0.36499977111816406","1997-01-01T00:00","1987-09-02T00:00","1997-01-01T00:00","1987-09-02T00:00","0.0","0.0"
"LinearCombinationMatchingRule","5600","2003706","0.16666666666666666",,"J. Taravel","Jakub Bak","j taravel","j bak","0.3333333333333333","0.3333333333333333","190.5","175.25999450683594","190.5","175.25999450683594","0.0","0.0","1988-01-01T00:00","1993-05-28T00:00","1988-01-01T00:00","1993-05-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","2724","2006584","0.125",,"N. Al Abed","Nikola Petkovic","n al abed","n petkovic","0.25","0.25","167.63999938964844","187.9600067138672","167.63999938964844","187.9600067138672","0.0","0.0","1991-01-01T00:00","1986-03-28T00:00","1991-01-01T00:00","1986-03-28T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15870","2008207","0.13687467575073242",,"S. Duke-McKenna","Steve Colpaert","s duke-mckenna","s colpaert","0.25","0.25","170.17999267578125","177.8000030517578","170.17999267578125","177.8000030517578","0.04749870300292969","0.04749870300292969","2002-01-01T00:00","1986-09-13T00:00","2002-01-01T00:00","1986-09-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","6909","2000486","0.35416666666666663",,"A. Esaka","Alvaro Morata","a esaka","a morata","0.3333333333333333","0.3333333333333333","175.25999450683594","187.9600067138672","175.25999450683594","187.9600067138672","0.0","0.0","1993-01-01T00:00","1992-10-23T00:00","1993-01-01T00:00","1992-10-23T00:00","0.75","0.75"
"LinearCombinationMatchingRule","5201","2004536","0.16666666666666666",,"J. Toledo","Jung-Bin Park","j toledo","j park","0.3333333333333333","0.3333333333333333","187.9600067138672","177.8000030517578","187.9600067138672","177.8000030517578","0.0","0.0","1987-01-01T00:00","1994-02-22T00:00","1987-01-01T00:00","1994-02-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1054","2000832","0.25791660944620765",,"A. Marchesín","Aron Johannsson","a marchesin","a johannsson","0.3333333333333333","0.3333333333333333","187.9600067138672","182.8800048828125","187.9600067138672","182.8800048828125","0.36499977111816406","0.36499977111816406","1989-01-01T00:00","1990-11-10T00:00","1989-01-01T00:00","1990-11-10T00:00","0.0","0.0"
"LinearCombinationMatchingRule","10521","2002194","0.33729187647501624",,"D. Atanga","Diego Valeri","d atanga","d valeri","0.3333333333333333","0.3333333333333333","180.33999633789062","177.8000030517578","180.33999633789062","177.8000030517578","0.6825008392333984","0.6825008392333984","1998-01-01T00:00","1986-05-01T00:00","1998-01-01T00:00","1986-05-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","6305","2005002","0.16666666666666666",,"L. Velázquez","Leonardo Franco","l velazquez","l franco","0.3333333333333333","0.3333333333333333","167.63999938964844","187.9600067138672","167.63999938964844","187.9600067138672","0.0","0.0","1990-01-01T00:00","1977-05-20T00:00","1990-01-01T00:00","1977-05-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","17516","2001065","0.33729139963785804",,"B. Rivera","Billy Jones","b rivera","b jones","0.3333333333333333","0.3333333333333333","182.8800048828125","180.33999633789062","182.8800048828125","180.33999633789062","0.6824989318847656","0.6824989318847656","2001-01-01T00:00","1987-03-24T00:00","2001-01-01T00:00","1987-03-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","14361","2000475","0.16666666666666666",,"A. Tozzo","Alvaro Arroyo","a tozzo","a arroyo","0.3333333333333333","0.3333333333333333","193.0399932861328","180.33999633789062","193.0399932861328","180.33999633789062","0.0","0.0","1994-01-01T00:00","1988-07-22T00:00","1994-01-01T00:00","1988-07-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7603","2000325","0.29166666666666663",,"A. Settembrini","Alessandro Iacobucci","a settembrini","a iacobucci","0.3333333333333333","0.3333333333333333","175.25999450683594","187.9600067138672","175.25999450683594","187.9600067138672","0.0","0.0","1993-01-01T00:00","1991-06-03T00:00","1993-01-01T00:00","1991-06-03T00:00","0.5","0.5"
"LinearCombinationMatchingRule","558","2002329","0.1706247329711914",,"David Neres","Dwight Gayle","david neres","dwight gayle","0.0","0.0","175.25999450683594","177.8000030517578","175.25999450683594","177.8000030517578","0.6824989318847656","0.6824989318847656","1998-01-01T00:00","1990-10-20T00:00","1998-01-01T00:00","1990-10-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","2292","2005094","0.0",,"L. Rizzo","Lora","l rizzo","lora","0.0","0.0","185.4199981689453","167.63999938964844","185.4199981689453","167.63999938964844","0.0","0.0","1993-01-01T00:00","1987-03-25T00:00","1993-01-01T00:00","1987-03-25T00:00","0.0","0.0"
"LinearCombinationMatchingRule","16987","2000842","0.0",,"A. Thurgate","Arthuro","a thurgate","arthuro","0.0","0.0","177.8000030517578","190.5","177.8000030517578","190.5","0.0","0.0","2001-01-01T00:00","1982-08-27T00:00","2001-01-01T00:00","1982-08-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7874","2001457","0.33729187647501624",,"C. Brunner","Christian Grindheim","c brunner","c grindheim","0.3333333333333333","0.3333333333333333","180.33999633789062","177.8000030517578","180.33999633789062","177.8000030517578","0.6825008392333984","0.6825008392333984","1995-01-01T00:00","1983-07-17T00:00","1995-01-01T00:00","1983-07-17T00:00","0.0","0.0"
"LinearCombinationMatchingRule","5862","2008812","0.0",,"Wu Xi","Wanderson Lima","wu xi","wanderson lima","0.0","0.0","180.33999633789062","170.17999267578125","180.33999633789062","170.17999267578125","0.0","0.0","1990-01-01T00:00","1995-02-09T00:00","1990-01-01T00:00","1995-02-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15675","2002259","0.22916666666666666",,"D. García","Domen Crnigoj","d garcia","d crnigoj","0.3333333333333333","0.3333333333333333","170.17999267578125","185.4199981689453","170.17999267578125","185.4199981689453","0.0","0.0","1998-01-01T00:00","1995-11-18T00:00","1998-01-01T00:00","1995-11-18T00:00","0.25","0.25"
"LinearCombinationMatchingRule","14617","2006353","0.16666666666666666",,"M. Kryeziu","Moussa Marega","m kryeziu","m marega","0.3333333333333333","0.3333333333333333","195.5800018310547","182.8800048828125","195.5800018310547","182.8800048828125","0.0","0.0","1998-01-01T00:00","1991-04-14T00:00","1998-01-01T00:00","1991-04-14T00:00","0.0","0.0"
"LinearCombinationMatchingRule","3927","2008089","0.0",,"Sebá","Soeren Larsen","seba","soeren larsen","0.0","0.0","177.8000030517578","193.0399932861328","177.8000030517578","193.0399932861328","0.0","0.0","1993-01-01T00:00","1981-09-06T00:00","1993-01-01T00:00","1981-09-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","6221","2001245","0.13687515258789062",,"C. Cadden","Caleb Patterson-Sewell","c cadden","c patterson-sewell","0.25","0.25","182.8800048828125","190.5","182.8800048828125","190.5","0.0475006103515625","0.0475006103515625","1998-01-01T00:00","1987-05-20T00:00","1998-01-01T00:00","1987-05-20T00:00","0.0","0.0"
"LinearCombinationMatchingRule","4766","2004082","0.16666666666666666",,"J. Sýkora","Joao Real","j sykora","j real","0.3333333333333333","0.3333333333333333","170.17999267578125","182.8800048828125","170.17999267578125","182.8800048828125","0.0","0.0","1995-01-01T00:00","1983-05-13T00:00","1995-01-01T00:00","1983-05-13T00:00","0.0","0.0"
"LinearCombinationMatchingRule","9773","2005325","0.1875",,"M. Mihara","Mahamadou Habib Habibou","m mihara","m habib habibou","0.25","0.25","175.25999450683594","193.0399932861328","175.25999450683594","193.0399932861328","0.0","0.0","1990-01-01T00:00","1987-04-16T00:00","1990-01-01T00:00","1987-04-16T00:00","0.25","0.25"
"LinearCombinationMatchingRule","179","2006164","0.1706252098083496",,"Manu Trigueros","Migjen Basha","manu trigueros","migjen basha","0.0","0.0","177.8000030517578","180.33999633789062","177.8000030517578","180.33999633789062","0.6825008392333984","0.6825008392333984","1993-01-01T00:00","1987-01-05T00:00","1993-01-01T00:00","1987-01-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7880","2004075","0.25791660944620765",,"J. Pineda","Joao Paiva","j pineda","j paiva","0.3333333333333333","0.3333333333333333","177.8000030517578","172.72000122070312","177.8000030517578","172.72000122070312","0.36499977111816406","0.36499977111816406","1990-01-01T00:00","1983-02-08T00:00","1990-01-01T00:00","1983-02-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","2430","2007611","0.25791660944620765",,"R. Saïss","Ruben Fernandes","r saiss","r fernandes","0.3333333333333333","0.3333333333333333","190.5","185.4199981689453","190.5","185.4199981689453","0.36499977111816406","0.36499977111816406","1991-01-01T00:00","1986-05-06T00:00","1991-01-01T00:00","1986-05-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7138","2003438","0.41666666666666663",,"H. Urrego","Henrique Dourado","h urrego","h dourado","0.3333333333333333","0.3333333333333333","182.8800048828125","182.8800048828125","182.8800048828125","182.8800048828125","1.0","1.0","1994-01-01T00:00","1989-09-15T00:00","1994-01-01T00:00","1989-09-15T00:00","0.0","0.0"
"LinearCombinationMatchingRule","2585","2002903","0.16666666666666666",,"F. Carrizo","Franck Honorat","f carrizo","f honorat","0.3333333333333333","0.3333333333333333","170.17999267578125","180.33999633789062","170.17999267578125","180.33999633789062","0.0","0.0","1992-01-01T00:00","1996-08-11T00:00","1992-01-01T00:00","1996-08-11T00:00","0.0","0.0"
"LinearCombinationMatchingRule","12949","2000129","0.125",,"A. Al Sulayhim","Adil Chihi","a al sulayhim","a chihi","0.25","0.25","170.17999267578125","182.8800048828125","170.17999267578125","182.8800048828125","0.0","0.0","1995-01-01T00:00","1988-02-21T00:00","1995-01-01T00:00","1988-02-21T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15201","2005832","0.33729139963785804",,"M. Burgess","Mathieu Debonnaire","m burgess","m debonnaire","0.3333333333333333","0.3333333333333333","185.4199981689453","187.9600067138672","185.4199981689453","187.9600067138672","0.6824989318847656","0.6824989318847656","1996-01-01T00:00","1987-04-26T00:00","1996-01-01T00:00","1987-04-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","17290","2004458","0.1",,"J. Quiñones Saya","Juan Pablo Carrizo","j quinones saya","j pablo carrizo","0.2","0.2","170.17999267578125","187.9600067138672","170.17999267578125","187.9600067138672","0.0","0.0","2001-01-01T00:00","1984-05-06T00:00","2001-01-01T00:00","1984-05-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1700","2000221","0.5872918764750162",,"A. Song","Alan Martin","a song","a martin","0.3333333333333333","0.3333333333333333","185.4199981689453","182.8800048828125","185.4199981689453","182.8800048828125","0.6825008392333984","0.6825008392333984","1989-01-01T00:00","1989-01-01T00:00","1989-01-01T00:00","1989-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","1341","2005325","0.3125",,"M. Moralez","Mahamadou Habib Habibou","m moralez","m habib habibou","0.25","0.25","157.47999572753906","193.0399932861328","157.47999572753906","193.0399932861328","0.0","0.0","1988-01-01T00:00","1987-04-16T00:00","1988-01-01T00:00","1987-04-16T00:00","0.75","0.75"
"LinearCombinationMatchingRule","11037","2005735","0.1875",,"Mateus Couteira","Martin Lanig","mateus couteira","martin lanig","0.0","0.0","177.8000030517578","190.5","177.8000030517578","190.5","0.0","0.0","1985-01-01T00:00","1984-07-11T00:00","1985-01-01T00:00","1984-07-11T00:00","0.75","0.75"
"LinearCombinationMatchingRule","3799","2005578","0.25791660944620765",,"M. Abarhoun","Marek Zienczuk","m abarhoun","m zienczuk","0.3333333333333333","0.3333333333333333","187.9600067138672","182.8800048828125","187.9600067138672","182.8800048828125","0.36499977111816406","0.36499977111816406","1990-01-01T00:00","1978-09-24T00:00","1990-01-01T00:00","1978-09-24T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1448","2005962","0.19937467575073242",,"Miguel Lopes","Mauro Zarate","miguel lopes","mauro zarate","0.0","0.0","182.8800048828125","175.25999450683594","182.8800048828125","175.25999450683594","0.04749870300292969","0.04749870300292969","1988-01-01T00:00","1987-03-18T00:00","1988-01-01T00:00","1987-03-18T00:00","0.75","0.75"
"LinearCombinationMatchingRule","1590","2002660","0.07437467575073242",,"Fran Sol","Fabricio","fran sol","fabricio","0.0","0.0","180.33999633789062","187.9600067138672","180.33999633789062","187.9600067138672","0.04749870300292969","0.04749870300292969","1993-01-01T00:00","1990-02-20T00:00","1993-01-01T00:00","1990-02-20T00:00","0.25","0.25"
"LinearCombinationMatchingRule","1577","2002643","0.16666666666666666",,"F. Midtsjø","Fabio Ervoes","f midtsj","f ervoes","0.3333333333333333","0.3333333333333333","175.25999450683594","185.4199981689453","175.25999450683594","185.4199981689453","0.0","0.0","1995-01-01T00:00","1987-02-26T00:00","1995-01-01T00:00","1987-02-26T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1662","2001480","0.39979187647501624",,"C. Kameni","Christian Tiffert","c kameni","c tiffert","0.3333333333333333","0.3333333333333333","185.4199981689453","182.8800048828125","185.4199981689453","182.8800048828125","0.6825008392333984","0.6825008392333984","1985-01-01T00:00","1982-02-18T00:00","1985-01-01T00:00","1982-02-18T00:00","0.25","0.25"
"LinearCombinationMatchingRule","15829","2005559","0.16666666666666666",,"M. Sætra","Marcos Tebar","m stra","m tebar","0.3333333333333333","0.3333333333333333","198.1199951171875","185.4199981689453","198.1199951171875","185.4199981689453","0.0","0.0","1998-01-01T00:00","1986-02-07T00:00","1998-01-01T00:00","1986-02-07T00:00","0.0","0.0"
"LinearCombinationMatchingRule","13528","2008423","0.125",,"T. Schmidt","Thomas","t schmidt","thomas","0.0","0.0","175.25999450683594","185.4199981689453","175.25999450683594","185.4199981689453","0.0","0.0","1995-01-01T00:00","1993-06-13T00:00","1995-01-01T00:00","1993-06-13T00:00","0.5","0.5"
"LinearCombinationMatchingRule","3404","2008489","0.16666666666666666",,"T. Pledl","Titus Bramble","t pledl","t bramble","0.3333333333333333","0.3333333333333333","172.72000122070312","185.4199981689453","172.72000122070312","185.4199981689453","0.0","0.0","1995-01-01T00:00","1981-07-31T00:00","1995-01-01T00:00","1981-07-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","15519","2000462","0.44541660944620765",,"A. Lotti","Almamy Toure","a lotti","a toure","0.3333333333333333","0.3333333333333333","177.8000030517578","182.8800048828125","177.8000030517578","182.8800048828125","0.36499977111816406","0.36499977111816406","1997-01-01T00:00","1996-04-28T00:00","1997-01-01T00:00","1996-04-28T00:00","0.75","0.75"
"LinearCombinationMatchingRule","6575","2000683","0.16666666666666666",,"A. Sjöberg","Angel Trujillo","a sjoberg","a trujillo","0.3333333333333333","0.3333333333333333","200.66000366210938","177.8000030517578","200.66000366210938","177.8000030517578","0.0","0.0","1992-01-01T00:00","1987-09-08T00:00","1992-01-01T00:00","1987-09-08T00:00","0.0","0.0"
"LinearCombinationMatchingRule","1394","2004052","0.25791660944620765",,"J. Ayew","Joan Verdu","j ayew","j verdu","0.3333333333333333","0.3333333333333333","182.8800048828125","177.8000030517578","182.8800048828125","177.8000030517578","0.36499977111816406","0.36499977111816406","1993-01-01T00:00","1983-05-05T00:00","1993-01-01T00:00","1983-05-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","7529","2002459","0.09124994277954102",,"Etxeberría","Emerson","etxeberria","emerson","0.0","0.0","180.33999633789062","185.4199981689453","180.33999633789062","185.4199981689453","0.36499977111816406","0.36499977111816406","1996-01-01T00:00","1986-02-23T00:00","1996-01-01T00:00","1986-02-23T00:00","0.0","0.0"
