11060+3004243+13997,0.13888888888888887
2004916+4009994+500+6027+3002367+2005294+3001757,0.1868131868131868
3004125+3004685+2002625+10693+327,0.2
2148+3009498+2000375+3010054+6170+4000721,0.21025641025641026
15370+1256+3006881,0.2222222222222222
3008464+16005+3008476+12831,0.22916666666666666
3002274+3001135+29+2003996+2004239+2003876+969+3005010+2003751,0.24017094017094015
3006246+15963+3006145+13017,0.24305555555555555
8079+4133+2009010+3006607,0.24305555555555555
4283+2003317+4010967+1592+3005505,0.2435897435897436
16575+12965+3003186,0.2564102564102564
1348+1143+3008794+2000543+3001382+4005668,0.2615384615384615
3000453+8689+2004272+4000528+3001965+14833,0.2641025641025641
4008780+4001205+3009138+8060+3009541+7667+3009364,0.26703296703296703
3006888+3008684+558+12732,0.2708333333333333
4297+4006038+988+3002788+3006815+3003065+2001698,0.27619047619047615
877+2003842+11203,0.27777777777777773
3007081+11629+8726,0.27777777777777773
6145+3006144+9901,0.27777777777777773
3008930+4398+5512,0.2777777777777778
2002636+1343+6983+4001041+3004074,0.2794871794871795
4010485+16036+9039+3004914,0.28205128205128205
3002709+8466+17162,0.28205128205128205
3007835+3566+3008135+10873,0.2847222222222222
3000079+15166+12570+3007880+3007685+3006293+4011115+4011126,0.28525641025641024
3005203+2005708+2005928+5750+1321+3004523+4000072+3007595+3004229+816,0.2914529914529915
4005506+3006345+8389+16535+3000737,0.2923076923076923
3007125+224+2002038+6206,0.2986111111111111
10944+14401+3009553,0.3055555555555555
15311+8612+3007231,0.3055555555555555
3181+4007606+3005798+3009482+1900,0.3076923076923077
3002630+12832+3976,0.3076923076923077
3003666+5244+14252+4004297+2006710,0.3243589743589744
5030+3009769+5809+4000283+3004269+4004570+1087+3005150+3004280+2007857+2008209,0.3278055278055278
3004466+5765+12234,0.3333333333333333
11070+15682+3004281,0.3333333333333333
3003434+9172+9284,0.3333333333333333
3002573+9304+8281+14218+3002805,0.3384615384615384
6451+2000947+8637+3006386+2001143+4009903,0.3435897435897436
3003684+6377+10262+3000257+2006856+5424,0.34487179487179487
6395+574+3007952+3003051,0.34615384615384615
11439+3007545+8984+4009478+3007948,0.35000000000000003
3006415+7442+2004265+3007037+2004329+5179+3488+3003811+3006782+4003355,0.3527472527472527
7891+1326+3007637+2007034+4000044+3006275+4008638+3000846+2006863+5802,0.3532051282051282
9599+3001866+2394,0.358974358974359
3049+2000282+3002867+3003636+8054+2000146,0.358974358974359
3314+13116+3001084,0.3611111111111111
6672+10427+3000896,0.3611111111111111
14809+3006555+3006495+4009887+8977,0.3692307692307693
3003982+1303+6662+3000389+4001011+3152+2001765,0.37307692307692303
17357+3002109+4659,0.38461538461538464
2007450+6433+3004070+491+2007337,0.3897435897435898
2006597+3005871+2301+4254+4001421,0.391025641025641
3007944+2862+9965+3009454+7656+3005670,0.3974358974358974
3006417+6620+2005338+3920,0.40277777777777773
3006415+7442+3488+3006782+4003355,0.40384615384615385
3006425+3006844+2007774+1587+4005530+3463+3007672+13442+3007574+3007692,0.4042735042735043
2002977+1210+3005508+4007558,0.41025641025641024
1458+2000799+4008479+3002958,0.41025641025641024
9532+3005959+16258,0.41025641025641024
1158+3002556+4003141+2009021,0.41025641025641024
4008464+3001676+326+2006777,0.41025641025641024
1499+3002610+3158,0.4102564102564103
895+3000683+3009833+2003756+11127,0.4282051282051282
3001588+2004952+814+8382,0.42948717948717946
3002188+10171+8459+4007305,0.4358974358974359
4011046+3006349+9079+2002285+1103+3007643+8775+8703+4007135+3006893+4009935,0.4419080919080919
18165+3006632+17111,0.4444444444444444
